AGE,TOT_LOAN,TOT_LOAN_CRD,LOAN_BNK,LOAN_CPT,CRDT_CNT,GUARN_CNT,INCOME,LOAN_CRD_CNT,LATE_RATE,LATE_RATE_1Y,INS_MON_MAX,CANCEL_CNT_1Y,CALL_TIME,TEL_COST_MON,MOBILE_PRICE,SUSP_DAY,LATE_TEL,COMB_COMM,SEX,PAY_METHOD,JOB,TARGET
35,3,0,0,3,2,0,3900,0,0,0,590,0,0.34,60,900,0,0,0,M,B,A,0
30,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,695,0,0,M,C,B,0
50,402,12,402,0,4,0,0,0,0,0,300,0,0.45,40,300,0,0,1,M,C,B,0
50,315,15,297,15,6,0,3900,0,3,0,300,0,1.84,80,1000,0,0,1,M,C,C,0
50,48,0,48,0,4,0,10000,0,2,0,6990,0,0.97,80,800,0,0,1,F,B,B,0
55,42,42,30,12,5,0,5800,0,4,0,260,0,0.55,80,900,0,0,0,F,C,C,0
40,18,18,18,0,4,0,5400,0,1,0,30,0,1.04,100,900,0,0,0,F,C,B,0
40,3,3,0,0,0,1,7900,0,0,0,0,0,0.4,160,600,0,190,0,M,C,A,0
55,117,0,117,0,3,0,0,0,4,0,390,0,2.55,50,800,0,0,1,F,C,B,0
55,3,3,0,0,5,0,0,0,1,0,30,0,1.32,40,700,0,0,1,F,C,B,0
40,123,0,123,0,3,0,0,0,53,0,130,0,4.83,100,300,0,0,0,M,B,B,0
30,63,12,63,0,6,0,0,0,39,50,390,0,0.45,120,900,7,0,0,F,B,D,0
35,24,24,24,0,3,0,4300,1,13,10,990,0,1.91,40,1000,0,60,1,F,B,C,0
65,51,9,51,0,3,0,0,0,5,0,0,0,2,30,0,0,0,0,M,C,B,0
60,135,48,135,0,6,0,0,0,6,0,0,0,3.88,80,500,0,80,0,F,A,B,0
45,66,42,18,45,5,0,0,0,49,10,790,1,0.99,100,900,0,0,0,M,B,B,0
50,72,60,9,30,2,0,0,0,0,0,0,0,0.41,80,900,0,0,0,M,C,B,0
50,0,0,0,0,1,0,5100,0,30,0,40,0,0.91,40,500,0,0,1,F,C,B,0
40,3,3,0,3,4,0,4100,0,0,0,190,0,1.19,60,400,0,0,0,M,B,B,0
50,342,0,342,0,7,1,0,0,5,0,790,0,0,20,300,0,0,0,M,B,B,0
40,39,39,0,39,5,0,0,0,4,30,40,0,2.35,70,300,0,0,0,M,C,D,0
65,39,39,39,0,5,0,0,0,0,0,30,0,1.24,50,900,0,0,0,F,D,B,0
55,369,369,0,0,3,0,4800,0,20,20,140,0,1.09,80,900,0,0,1,F,C,B,0
55,12,0,12,0,1,0,0,0,26,0,40,0,0.5,70,900,0,0,0,F,C,B,0
55,15,15,0,15,1,0,0,0,50,0,6990,0,22.3,60,500,0,0,0,F,C,A,0
50,54,0,45,9,3,0,6300,0,8,0,140,0,1.03,60,300,0,0,0,M,C,B,0
25,6,6,6,0,1,0,2700,0,6,20,130,0,3.35,80,0,0,0,1,F,C,D,0
40,63,63,63,0,3,0,5200,0,4,0,590,0,0,80,900,0,0,0,M,C,C,0
50,81,0,81,0,2,0,0,0,6,0,50,0,0,10,0,0,10,0,M,C,B,0
40,75,75,0,0,4,0,0,0,5,0,120,0,0.72,60,900,0,0,1,F,B,B,0
50,192,0,192,0,4,0,5200,0,0,0,260,0,0.93,280,900,0,0,0,F,C,A,0
45,57,21,33,0,2,0,0,0,12,30,260,0,2.84,100,900,0,60,0,F,C,D,0
55,369,99,369,0,4,0,5700,0,1,0,60,0,0.85,80,800,0,0,1,F,C,C,0
35,186,0,186,0,4,0,3700,0,0,0,150,0,0.36,80,900,0,0,1,F,C,C,0
60,15,0,9,3,2,0,0,0,1,0,1990,0,0,60,300,0,0,0,M,C,A,0
60,3,3,0,0,0,0,5300,1,8,0,110,0,0.7,50,300,0,0,0,M,C,A,0
40,93,0,0,3,5,0,5700,0,12,0,90,0,0.23,20,0,200,0,0,F,B,A,0
45,18,0,18,0,2,0,0,0,11,0,130,0,1.22,40,300,0,0,1,F,B,B,0
50,27,0,0,0,5,0,7900,0,17,10,230,0,1.43,140,900,0,0,0,F,B,C,0
40,108,108,108,0,3,0,4500,0,0,0,60,0,0,60,0,0,0,0,M,B,B,0
55,9,0,9,0,2,0,6800,0,3,10,2490,0,1.05,80,900,0,0,1,F,C,C,0
55,0,0,0,0,5,0,0,0,0,0,110,0,0.91,80,900,0,0,1,M,C,B,0
50,6,0,0,6,3,0,3700,0,11,10,300,0,1.08,60,800,0,0,1,M,C,C,0
40,72,12,0,12,5,0,0,0,8,0,160,0,0.98,30,0,0,0,0,F,C,B,0
55,183,0,0,0,2,0,0,0,0,0,120,0,0,100,900,0,0,0,F,C,B,0
45,9,9,9,0,4,0,4400,0,11,0,70,0,1,160,800,0,0,0,M,B,D,0
40,147,18,129,0,6,0,0,0,14,0,70,0,0.68,50,300,0,0,0,M,B,B,0
40,219,219,219,0,4,0,0,0,0,0,50,0,1.9,80,0,0,0,1,F,B,B,0
40,12,12,12,0,6,0,0,0,0,0,390,0,0,10,0,0,0,0,M,C,B,0
50,18,0,18,0,3,0,6000,1,5,10,1490,0,0.57,80,800,0,0,1,M,C,C,0
50,0,0,0,0,5,0,5800,0,5,10,160,0,62,40,0,0,0,0,F,D,C,0
60,30,30,0,0,2,1,0,0,9,0,590,0,0.85,30,0,295,0,0,M,C,B,0
45,294,294,264,0,4,0,4800,0,1,10,990,0,0.79,80,400,0,80,1,F,C,C,0
40,159,0,159,0,4,0,5700,0,11,0,990,0,0,0,0,0,0,0,M,C,C,0
50,120,117,102,0,3,0,0,1,3,0,200,0,0,10,0,0,0,0,M,C,B,0
30,6,6,6,0,3,0,0,0,3,10,1190,0,0.74,120,900,0,0,0,F,B,B,0
55,36,0,0,0,2,0,4900,1,19,10,1490,0,1.7,100,800,0,0,0,F,C,C,0
25,54,0,54,0,0,0,2800,0,6,0,0,0,0.62,50,800,0,0,1,F,C,C,0
55,96,0,96,0,4,0,7500,1,17,0,2490,0,1.12,50,200,0,0,0,F,C,C,0
65,48,0,48,0,0,0,0,0,15,10,990,0,0.73,60,600,0,0,0,F,C,B,0
65,99,99,99,0,2,0,0,0,10,0,260,0,3.26,40,900,0,0,1,M,C,B,0
30,117,12,99,15,3,0,3400,0,19,20,140,0,1.17,80,800,0,0,1,F,B,C,0
45,39,0,39,0,3,0,3700,0,5,20,100,0,1.05,50,900,0,0,1,F,D,D,0
70,0,0,0,0,2,0,0,0,26,0,490,0,0,50,500,0,0,0,F,C,A,0
50,6,6,0,0,4,0,0,0,19,0,60,0,2.15,40,900,0,0,0,F,B,A,0
35,102,102,102,0,2,0,4600,0,0,0,100,0,0,100,900,0,0,0,M,C,B,0
40,3,3,3,0,3,0,0,0,1,0,60,0,0.35,30,0,0,0,0,F,B,D,0
40,6,0,0,6,4,0,0,0,6,10,1190,0,1.08,180,900,0,180,0,F,A,B,0
50,12,12,12,0,3,0,5300,0,2,0,110,0,0.07,20,0,0,0,1,F,B,B,0
40,544,0,544,0,5,0,4900,0,3,30,300,0,0.57,600,900,0,0,0,F,C,C,0
55,198,0,0,0,2,0,0,0,0,0,40,0,1.14,40,1000,0,0,1,F,C,C,0
55,111,9,0,0,0,0,3100,0,63,100,30,0,0.12,70,700,0,0,0,M,C,C,0
30,24,24,0,6,3,0,0,0,0,0,2490,0,1.56,420,1000,0,0,0,M,C,B,0
45,21,0,21,0,3,0,3300,0,0,0,140,0,2.58,30,0,0,0,1,M,B,C,0
35,3,3,3,0,2,0,3700,0,0,0,30,0,2,20,600,89,0,1,F,B,D,0
45,66,0,66,0,3,0,0,0,4,0,30,0,0.38,50,900,0,0,1,M,C,B,0
35,75,0,75,0,3,0,3900,0,10,0,200,0,0.98,60,500,0,0,0,M,B,C,0
35,0,0,0,0,3,0,3900,0,11,10,590,0,0.33,80,700,0,0,1,F,B,C,0
55,27,15,3,24,6,0,0,0,0,0,130,0,1.07,70,500,3,0,0,M,B,B,0
45,18,0,0,0,2,0,0,2,3,10,390,0,1.05,100,1000,0,0,1,M,B,B,0
50,72,3,0,0,2,0,3300,0,0,0,30,0,0.65,20,400,0,0,0,M,D,C,0
55,72,0,72,0,6,0,5500,0,1,0,0,0,3.72,80,0,8,0,0,M,B,C,0
30,18,18,0,0,2,0,3400,0,0,0,60,0,0,60,0,0,0,0,M,C,C,0
45,138,0,138,0,4,0,0,1,9,20,130,0,0.97,100,0,0,0,0,M,C,B,0
65,75,0,75,0,0,0,0,0,8,0,120,0,0,20,0,0,0,0,F,C,D,0
35,3,0,0,3,2,0,3400,0,0,0,60,0,4.02,50,800,1,0,1,F,B,B,0
35,9,9,9,0,3,0,0,0,30,20,230,0,1.38,40,900,0,0,1,F,C,D,0
55,48,48,0,0,5,6,7200,1,6,0,50,0,0,0,800,925,0,0,M,C,B,0
45,120,120,120,0,5,0,5500,0,7,0,790,0,0,10,900,0,0,0,M,B,C,0
35,84,84,0,81,5,0,4600,0,3,10,790,0,0,60,1000,0,0,1,M,C,C,0
45,186,48,186,0,3,0,3400,0,16,10,120,0,0.84,80,900,0,0,0,M,B,C,0
55,3,3,0,0,1,0,5500,0,1,0,990,0,2.09,30,800,0,0,1,F,C,A,0
30,69,69,0,18,1,0,3000,0,9,20,230,0,1,160,900,0,0,0,F,B,D,0
55,33,33,3,0,0,0,0,0,9,0,300,0,0.93,80,500,1,0,1,M,C,B,0
45,60,0,60,0,3,0,4400,0,2,0,300,0,0,20,300,0,0,0,M,B,C,0
45,3,3,0,3,0,1,5400,1,22,20,2990,0,0.76,50,0,0,0,0,F,C,C,0
30,6,6,6,0,4,0,4200,0,1,0,160,0,15,80,700,0,0,1,M,B,B,0
40,36,36,36,0,4,0,4200,0,2,0,230,0,2.94,70,300,0,0,1,M,C,A,0
60,844,0,844,0,6,0,5500,0,17,20,790,0,3.88,50,1000,0,0,1,F,C,C,0
60,18,0,18,0,3,0,0,0,0,0,130,0,0.59,120,800,0,0,0,M,C,B,0
50,33,3,27,3,2,0,7000,0,0,0,160,0,0,80,400,0,0,1,M,B,C,0
50,33,18,18,15,3,0,6400,0,17,10,340,0,2.02,40,300,0,0,1,F,B,C,0
50,6,6,0,6,2,0,6400,0,1,0,0,0,1.83,80,600,0,0,0,F,C,B,0
35,96,96,96,0,1,0,3800,0,19,0,300,0,1.19,100,0,0,0,1,M,C,B,0
55,6,6,0,0,2,0,0,0,0,0,60,0,1.16,40,1000,0,40,1,F,A,D,0
35,18,18,0,6,3,0,3800,0,1,0,230,0,0.76,50,300,0,0,0,F,C,C,0
60,207,27,207,0,5,0,0,0,18,0,190,0,1.62,80,900,0,0,0,F,C,C,0
45,297,297,0,0,5,0,5700,0,0,0,190,0,0.57,120,900,0,0,0,M,B,B,0
55,18,18,0,18,5,0,4900,0,1,0,200,0,0,50,400,0,0,1,F,C,C,0
55,3,3,3,0,3,0,5400,0,23,0,80,0,0.66,40,500,0,0,1,F,C,C,0
45,6,6,0,0,1,0,5000,0,3,0,110,0,0.6,70,500,0,0,0,F,C,A,0
50,30,0,0,12,3,0,4100,0,7,0,300,0,0.93,120,900,0,0,1,M,B,B,0
45,12,9,0,0,1,0,0,0,4,0,40,0,2.37,200,800,0,0,1,M,B,B,0
60,0,0,0,0,4,1,0,0,4,0,790,0,0,0,0,0,0,0,F,B,C,0
50,27,27,0,0,1,0,10000,0,0,0,590,0,0.8,60,800,0,0,0,M,C,B,0
60,3,3,0,0,0,0,0,0,0,0,130,0,0.82,30,0,0,30,0,M,D,C,0
55,3,3,0,3,0,0,3700,1,0,0,0,0,1.29,80,900,0,0,1,M,C,C,0
35,285,0,285,0,1,0,0,0,3,0,40,0,0.74,80,800,0,0,1,M,B,B,0
50,27,27,0,0,2,0,5100,0,0,0,490,0,1.12,80,500,0,0,1,M,C,C,0
55,42,42,0,6,2,0,4800,0,6,0,230,0,0,50,900,0,0,0,M,C,C,0
45,24,0,0,24,4,0,0,0,4,0,260,0,1.55,120,900,0,0,1,F,B,B,0
55,111,0,111,0,1,1,0,0,4,0,200,0,0.34,20,0,0,0,1,F,C,B,0
35,54,54,54,0,3,0,3500,0,9,0,140,0,2.21,100,0,0,0,1,M,C,B,0
65,78,0,78,0,0,0,0,0,14,0,590,0,1.25,20,0,0,0,0,F,C,C,0
40,42,42,42,0,2,0,0,0,1,0,40,0,0.58,60,900,0,0,1,M,B,D,0
45,216,12,0,12,5,0,3900,0,25,10,590,0,0,20,0,0,0,0,F,C,C,0
35,75,33,51,24,4,0,0,0,13,30,340,0,0.79,80,900,0,0,1,F,C,D,0
55,27,0,27,0,1,1,6300,0,1,0,2490,0,0,30,0,0,0,0,F,C,D,0
40,18,18,9,0,1,0,0,0,0,0,190,0,1.01,100,900,0,0,1,F,C,B,0
45,156,27,0,27,4,0,0,0,22,10,30,0,0.44,100,600,0,0,0,F,C,B,0
60,54,54,54,0,1,0,0,0,31,0,2990,0,0.66,50,0,0,0,0,F,C,B,0
55,27,0,27,0,1,0,4500,0,2,0,70,0,0,50,1000,14,0,1,M,B,C,0
70,99,90,6,0,4,0,0,0,0,0,390,0,2,30,0,0,30,1,M,C,B,0
55,285,0,276,9,5,0,10000,1,20,0,0,0,0.94,50,1000,0,0,1,M,C,B,0
55,402,0,402,0,3,0,0,0,24,0,990,0,0.72,80,1000,0,0,1,M,B,B,0
30,66,66,66,0,5,0,3500,0,9,10,300,0,1.98,140,800,0,0,1,M,C,B,0
35,150,150,0,0,2,0,0,0,1,0,80,0,2.22,60,0,0,0,0,M,B,B,0
60,201,9,186,3,6,0,0,2,15,0,90,0,2.76,140,0,0,0,0,M,C,B,0
35,60,60,0,0,1,0,0,0,0,0,30,0,1.18,180,1000,0,0,1,F,B,B,0
55,18,0,0,0,4,0,5300,3,40,0,190,0,1.09,40,800,0,0,1,M,B,C,0
55,18,18,0,0,5,0,0,0,0,0,30,0,1.42,60,500,0,0,0,M,C,B,0
55,3,3,3,0,2,0,0,0,6,0,1490,0,0.56,30,500,0,0,1,F,C,B,0
50,0,0,0,0,1,0,4600,0,6,0,100,0,1.34,50,500,0,0,0,F,C,C,0
30,138,138,0,0,3,0,0,0,0,0,230,0,0.13,40,900,1,0,1,F,B,D,0
40,6,6,0,6,3,0,0,0,9,30,80,0,0,30,0,122,0,0,M,C,B,0
50,99,0,0,0,4,0,5500,0,0,0,190,0,0.6,60,400,0,0,0,M,C,C,0
50,162,0,162,0,1,0,0,0,3,0,30,0,0.66,80,800,0,0,1,F,C,B,0
55,0,0,0,0,6,0,6800,0,5,0,340,0,2.28,60,500,0,0,1,F,C,B,0
30,3,3,3,0,2,0,0,0,15,0,60,0,1.4,240,900,0,280,1,F,A,D,0
55,15,15,15,0,4,0,5500,0,1,0,0,0,0,10,0,0,10,0,M,C,C,0
45,438,399,39,0,4,0,5400,0,2,10,150,0,0.74,40,700,0,0,0,F,C,C,0
45,216,33,129,27,5,0,4600,0,0,0,120,0,0.73,40,1000,0,0,1,M,B,C,0
55,138,39,99,0,6,0,0,0,0,0,790,0,0.75,50,500,0,0,1,F,C,B,0
35,81,3,75,0,2,0,0,0,0,0,0,0,0.98,70,900,0,0,1,M,B,B,0
40,72,0,72,0,2,0,5500,0,0,0,1490,0,1.17,60,800,0,0,1,M,B,B,0
35,114,27,27,0,4,0,4000,0,12,0,130,0,1.54,70,300,0,0,1,M,C,C,0
30,27,27,27,0,2,0,3800,0,6,0,490,0,0.14,50,0,0,0,0,M,C,C,0
35,15,15,0,0,2,0,3800,0,26,0,110,0,0,160,700,0,0,0,F,C,C,0
35,237,72,165,18,2,0,3800,0,4,0,130,0,5.9,180,400,0,210,1,F,C,A,0
35,30,30,0,0,3,0,0,0,14,0,90,0,0.46,30,800,0,0,1,M,B,D,0
55,9,9,0,0,3,0,4300,0,1,0,120,0,0,80,500,0,0,0,M,C,C,0
35,15,15,15,0,4,0,2900,0,0,0,200,0,0,80,300,0,80,0,M,C,C,0
45,486,45,486,0,4,0,4800,0,56,10,80,0,1.38,120,0,0,0,0,M,C,B,0
25,0,0,0,0,2,0,0,0,2,10,100,0,0,70,700,0,0,1,F,C,D,0
60,3,3,0,0,2,1,4100,0,1,0,230,0,1.03,30,0,0,0,1,F,B,C,0
45,75,75,0,0,1,0,4800,0,5,0,130,0,3.71,60,300,1,0,0,F,C,A,0
50,6,6,0,6,2,0,3700,0,6,0,130,0,2.18,70,800,0,70,0,M,B,C,0
35,54,0,54,0,2,0,0,0,3,10,120,0,3.5,20,800,0,0,1,M,C,B,0
25,15,15,0,0,1,0,2400,0,0,0,100,0,1.82,780,700,0,800,0,M,C,C,0
50,144,33,144,0,6,0,4900,0,3,0,260,0,0.35,40,300,0,0,1,M,C,C,0
45,51,0,51,0,4,0,5400,0,4,20,90,0,1.08,30,1000,0,0,0,F,B,B,0
50,0,0,0,0,1,0,3300,0,4,10,490,1,0,20,0,0,0,0,M,C,B,0
65,111,111,0,0,0,0,5500,0,0,0,340,0,6.55,40,0,0,0,0,F,C,A,0
55,18,18,0,0,1,0,0,0,5,0,0,0,1.1,40,300,0,0,0,F,C,B,0
60,27,0,27,0,2,0,0,0,0,0,60,0,0.63,70,300,0,0,0,F,C,B,0
65,237,18,228,0,7,0,0,0,5,0,300,0,1.22,70,400,0,0,1,F,C,C,0
40,72,72,72,0,6,0,3600,0,12,0,70,0,2.6,100,0,0,130,1,M,A,C,0
50,12,12,3,0,3,0,7000,0,1,20,60,0,1.02,80,600,0,0,0,F,C,C,0
45,15,15,0,9,3,0,0,0,2,20,300,0,0,60,700,0,0,1,F,C,B,0
50,75,0,75,0,3,0,0,0,2,0,150,0,0.62,100,600,1,0,0,M,C,B,0
55,57,57,57,0,3,0,0,0,28,20,1190,0,0.76,40,900,0,0,0,M,C,B,0
50,734,498,0,0,3,0,5100,0,20,0,70,0,2.46,70,300,0,0,1,F,B,C,0
45,51,6,51,0,5,0,5000,0,7,0,340,0,0.47,50,0,0,0,0,M,B,A,0
40,15,0,0,12,3,0,4500,0,11,10,490,0,1.15,70,900,0,0,1,F,B,C,0
25,21,21,9,0,2,0,3400,0,6,20,490,0,9.16,140,0,11,0,1,M,C,C,0
40,216,0,216,0,2,1,0,0,2,0,110,0,0,20,200,0,0,1,M,C,B,0
45,9,0,0,9,6,0,5600,0,2,0,70,0,0.54,100,0,0,0,0,F,C,C,0
40,72,0,0,0,3,0,3700,0,4,0,230,0,2.29,70,800,0,0,0,F,B,D,0
35,66,66,66,0,2,0,0,0,6,0,80,0,2.9,80,800,0,0,1,M,B,B,0
35,93,9,84,0,1,0,4600,0,12,30,390,0,1.33,80,900,0,0,1,F,C,B,0
40,69,69,0,0,3,0,3700,0,19,0,200,0,1.03,40,0,0,0,1,M,C,B,0
40,84,9,72,9,3,0,3900,0,21,0,80,0,1.02,80,800,0,0,1,M,B,B,0
35,15,15,0,15,2,0,2400,1,0,0,50,0,0.85,120,0,0,150,1,F,A,B,0
60,9,9,9,0,2,0,0,1,5,0,300,0,0.88,40,200,0,0,0,M,B,C,0
50,189,39,189,0,4,0,0,1,1,0,790,0,3.37,280,800,0,0,0,F,A,B,0
30,99,0,99,0,1,0,3700,0,9,10,9990,0,2.16,70,0,560,0,1,M,B,C,0
55,351,0,351,0,1,0,6400,0,0,0,190,0,1,40,400,0,0,1,M,B,C,0
35,39,39,39,0,9,0,3400,1,14,20,790,0,0.61,100,0,0,0,1,F,C,D,0
40,54,0,54,0,1,0,0,0,0,0,40,0,2.42,80,900,0,0,1,M,C,B,0
35,84,0,84,0,4,0,4000,0,3,0,590,0,0,40,0,0,0,0,M,C,B,0
50,147,147,147,0,3,0,4800,1,2,0,230,0,1.09,180,1000,0,0,1,M,B,C,0
55,12,12,6,0,2,0,4200,0,2,0,60,0,1,50,800,0,0,1,F,C,A,0
40,39,0,39,0,6,0,4600,0,6,20,200,0,0.64,40,1000,0,0,0,F,C,B,0
40,15,15,0,0,1,0,5100,0,2,0,230,0,0,20,0,0,0,0,M,C,C,0
50,171,0,171,0,4,0,4000,0,0,0,300,0,0,60,0,0,0,1,F,C,C,0
40,87,0,0,0,7,0,3900,0,3,0,100,0,1.01,80,900,1,0,0,F,C,B,0
55,0,0,0,0,2,0,0,0,3,0,40,0,1.12,60,900,0,0,1,F,B,B,0
60,3,3,3,0,1,0,0,0,0,0,30,0,1.54,40,0,0,0,1,F,C,B,0
35,120,0,120,0,5,0,3800,0,0,0,200,0,0.51,50,300,0,0,1,F,B,D,0
30,27,27,27,0,2,0,0,0,11,10,260,0,0.89,160,800,0,0,1,M,C,B,0
55,27,0,27,0,5,0,0,1,1,0,190,0,1.76,40,200,0,0,0,F,C,B,0
40,9,9,9,0,6,1,4300,0,3,0,30,0,0.67,60,0,0,0,0,F,C,C,0
35,0,0,0,0,2,0,0,0,0,0,30,0,4.2,100,1000,0,0,1,F,B,B,0
65,21,9,9,12,3,0,4600,1,53,10,490,0,1.65,80,900,0,0,0,M,C,A,0
50,3,3,3,0,1,0,4800,0,12,0,490,0,0.86,20,0,0,0,0,M,B,A,0
35,72,72,72,0,4,0,3700,0,0,0,190,0,1.4,140,0,0,0,1,F,B,B,0
40,36,21,21,12,5,0,5100,0,1,0,60,0,2.54,30,0,0,0,1,F,B,C,0
55,318,318,318,0,6,0,0,0,16,0,30,0,1.35,30,1000,12,0,1,F,B,B,0
35,12,12,12,0,3,0,0,0,0,0,60,0,3.05,240,900,0,0,0,F,B,B,0
55,378,129,129,0,6,0,7500,0,2,0,790,0,2.7,80,400,0,0,1,M,C,C,0
55,6,6,6,0,2,0,3600,0,0,0,150,0,0,60,400,0,60,0,F,D,C,0
45,453,453,0,9,7,0,0,0,1,10,40,0,0,20,0,0,0,0,F,C,B,0
45,9,0,0,0,5,0,5700,0,1,0,390,0,0.86,40,900,0,0,1,F,B,B,0
25,0,0,0,0,0,0,0,0,7,10,990,0,2.41,70,0,0,0,1,M,C,B,0
55,96,0,0,0,2,0,5600,0,2,0,90,0,0.8,60,800,1,0,0,M,C,C,0
35,36,36,27,0,3,0,0,0,9,20,340,0,0,40,600,0,0,0,M,C,B,0
40,3,3,3,0,1,0,0,0,8,0,50,0,0.88,60,800,0,0,1,M,C,D,0
55,390,390,390,0,3,0,3900,0,11,10,2490,1,1.4,30,0,0,0,1,F,C,D,0
35,57,0,57,0,3,0,4300,0,7,0,50,0,1.19,40,0,106,0,1,M,B,C,0
45,288,27,246,33,6,0,4800,0,3,0,110,0,0,10,0,0,0,0,F,C,A,0
40,117,117,0,0,6,0,3800,0,0,0,110,0,1.75,140,900,0,0,0,F,B,B,0
55,351,0,348,3,6,0,0,0,6,0,300,0,3.47,80,900,0,0,1,F,C,B,0
40,36,24,0,9,10,0,0,0,0,0,130,0,0.52,160,900,0,0,0,F,B,A,0
40,3,3,3,0,7,0,3900,0,2,0,790,0,1.32,80,0,0,0,1,M,C,B,0
45,24,24,24,0,3,0,5300,0,1,0,230,0,0,100,900,62,0,0,M,C,A,0
55,39,0,39,0,2,0,3200,2,25,40,260,0,1.18,80,700,0,0,1,M,C,C,0
30,105,96,78,24,4,0,2900,0,19,20,160,0,1.19,120,600,0,0,1,F,B,C,0
30,159,48,48,0,2,0,7000,0,1,0,790,0,9.57,100,0,0,0,1,M,C,B,0
35,9,9,0,0,1,0,4900,0,2,0,990,0,2.67,220,900,0,0,0,F,C,C,0
50,126,48,75,0,6,0,4500,0,8,0,70,0,2.66,100,0,0,0,0,F,B,C,0
65,276,276,276,0,4,0,0,0,0,0,90,0,0.6,60,700,0,0,0,F,C,C,0
35,18,18,18,0,6,0,7000,4,8,10,1990,0,1.63,40,700,0,0,0,F,C,B,0
40,246,3,237,3,4,0,0,0,0,0,130,0,0.82,70,900,0,0,1,F,C,B,0
30,0,0,0,0,3,0,0,0,0,0,160,0,2.91,80,900,0,0,1,F,C,B,0
55,48,48,48,0,4,0,0,0,0,0,40,0,0.11,20,300,0,0,0,M,C,A,0
50,51,0,51,0,1,0,0,0,0,0,150,0,0.7,40,900,0,0,1,M,C,B,0
30,270,9,261,0,0,0,0,0,0,0,60,0,0.36,80,900,700,0,1,M,B,B,0
30,0,0,0,0,2,0,4100,0,8,10,150,0,0.59,300,0,1,280,1,F,C,C,0
40,69,69,0,0,3,0,4400,0,4,0,190,0,0.83,70,1000,0,0,0,F,B,C,0
45,72,72,72,0,2,0,5100,0,16,0,130,0,0,80,900,0,0,0,M,B,C,0
45,48,3,6,0,5,0,0,0,0,0,130,0,6.97,70,600,0,0,0,F,B,B,0
35,3,0,0,3,3,0,4100,0,0,0,1190,0,2.35,60,800,0,0,0,F,C,B,0
40,135,6,6,0,2,0,0,0,1,0,0,0,0.53,30,400,0,0,0,M,C,B,0
45,15,15,0,15,0,0,6200,0,0,0,390,0,0.67,40,0,0,0,0,F,C,B,0
40,69,0,69,0,6,0,0,0,3,0,110,0,4.09,30,400,0,0,0,F,C,B,0
40,12,12,0,0,3,0,4600,1,10,0,300,0,1.77,100,900,0,0,0,M,C,C,0
55,18,12,3,0,5,0,7500,0,3,0,340,0,3.16,40,300,0,0,1,F,C,B,0
55,183,0,0,0,3,0,5100,0,35,0,190,0,2.93,80,900,0,80,0,F,D,C,0
50,36,0,36,0,2,0,5400,0,13,0,190,0,0.9,80,700,0,0,0,M,C,B,0
40,9,9,0,0,5,0,4500,0,0,0,300,0,2.1,120,800,1,140,1,F,C,A,0
45,6,6,6,0,3,0,0,0,7,0,0,0,0,50,1000,0,30,1,F,C,B,0
35,117,6,108,6,3,0,3400,0,0,0,30,0,3.45,100,900,0,0,1,M,B,B,0
65,120,120,0,0,2,0,0,0,5,0,60,0,0.46,30,0,0,0,0,M,C,B,0
65,0,0,0,0,2,0,5100,2,10,0,70,0,1.68,40,300,0,0,0,F,C,C,0
50,354,114,87,6,5,0,0,0,6,0,390,0,1.26,80,800,0,0,1,M,C,B,0
55,153,9,144,9,1,0,6000,0,1,10,340,0,1.38,80,800,0,0,0,F,C,A,0
45,12,12,12,0,1,1,0,1,8,0,140,0,0.89,100,1000,0,0,0,F,C,B,0
25,6,0,0,6,3,0,0,0,0,0,140,0,2.16,120,0,0,0,0,F,B,D,0
40,9,9,0,0,6,0,0,0,3,20,230,0,1.14,80,800,0,0,0,F,C,B,0
30,27,18,0,27,1,0,0,0,1,0,110,0,0.6,200,900,0,0,0,F,B,D,0
60,129,0,129,0,0,0,4900,0,0,0,340,0,1.17,80,0,0,0,0,F,C,A,0
45,12,12,6,0,3,0,4000,0,29,40,230,0,6.37,80,600,0,80,1,F,C,C,0
55,240,60,0,9,3,0,4700,0,34,0,140,0,0,20,0,0,0,0,M,C,C,0
35,3,3,3,0,3,0,0,0,40,60,160,0,0.79,30,0,1,0,1,M,B,B,0
25,0,0,0,0,6,0,3000,0,0,0,1990,0,0.54,80,900,16,0,1,F,B,C,0
50,18,18,18,0,2,0,4800,0,8,0,50,0,0.48,40,800,0,0,1,M,C,C,0
40,75,75,48,24,4,0,3800,0,0,0,0,0,0,20,1100,0,0,0,M,B,C,0
45,9,0,0,0,3,0,0,0,48,50,230,0,0.57,100,900,0,0,0,M,C,D,0
60,420,120,399,21,5,9,0,0,3,0,0,0,1.35,120,700,0,0,0,F,C,B,0
45,243,87,243,0,4,0,5800,0,2,0,80,0,1,70,0,0,0,1,M,B,B,0
55,243,0,243,0,5,0,0,1,18,0,130,0,1.38,180,0,0,0,1,F,B,B,0
20,0,0,0,0,0,0,0,0,28,30,140,1,0.43,80,700,0,0,0,F,C,D,0
65,9,9,9,0,3,0,0,0,2,0,1190,0,2.95,100,800,0,0,0,F,B,A,0
55,102,3,3,0,1,1,0,0,0,0,130,0,1.51,100,900,0,0,0,F,D,B,0
50,21,15,0,3,2,0,0,0,1,0,390,0,1.16,60,700,0,0,0,F,C,D,0
