annual_inc,bc_util,dti,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,total_acc,int_rate,home_ownership,term,TARGET
48000,93.5,21.93,0,0,0,67212,7000,3280,96.7,31,9.49,RENT, 36 months,0
54000,49.1,15.24,0,0,0,47776,14500,2603,92.3,13,12.39,RENT, 36 months,0
90700,40.6,16.13,0,0,0,328681,25800,10964,100,44,11.44,MORTGAGE, 60 months,1
70400,77.4,22.01,0,0,0,559398,36300,38705,100,39,8.67,RENT, 36 months,0
113000,95.7,10.94,0,0,0,62440,7200,4169,100,21,11.44,RENT, 36 months,0
40500,56.7,31.63,0,1,0,51929,16200,1895,100,36,19.24,RENT, 36 months,0
49920,69.9,13.82,1,0,0,34457,2400,3301,92.3,13,17.14,RENT, 36 months,1
35000,69.8,27.66,0,0,0,59064,29800,5163,100,18,15.99,OWN, 60 months,1
50000,91.2,15.79,1,1,0,34150,2200,3724,100,22,8.67,RENT, 36 months,0
31000,36.4,23.65,0,1,0,45445,9800,3041,100,22,11.99,OWN, 36 months,0
48000,74.7,30.3,0,1,0,74760,6600,8937,90.5,22,16.49,MORTGAGE, 36 months,0
41500,74.9,22.73,0,0,0,45622,3200,2991,100,25,14.31,RENT, 36 months,0
88000,67,5.77,0,0,0,60501,10000,10087,69,26,12.39,MORTGAGE, 36 months,0
180000,36.4,12.14,0,0,0,625652,7300,54602,94.1,17,17.86,MORTGAGE, 60 months,0
40000,77.1,18.24,1,1,0,41986,3000,2775,96.2,26,19.99,RENT, 36 months,0
45000,47.6,15.29,1,0,0,104764,16900,6106,92,25,11.99,MORTGAGE, 36 months,0
75000,53.5,17.37,2,0,0,52014,3000,3446,84,25,11.99,RENT, 36 months,1
60000,92.5,6.48,0,0,0,21750,9000,4236,100,6,17.86,OWN, 36 months,0
53100,32.9,29.99,0,1,0,247379,34000,15162,100,37,15.99,MORTGAGE, 60 months,0
49000,22.9,14.3,0,0,0,211674,20500,15996,100,35,12.39,MORTGAGE, 60 months,0
115000,96.9,31.27,0,0,0,384479,18800,27355,100,35,14.99,MORTGAGE, 60 months,0
125000,59.2,10.6,0,0,0,573137,47600,54348,100,27,6.99,MORTGAGE, 36 months,0
71000,99.3,18.52,0,0,0,450576,0,40709,96.9,32,15.99,MORTGAGE, 36 months,0
60000,87.5,14.9,0,0,0,49398,4600,2751,85.7,14,11.99,RENT, 36 months,0
225000,52.9,7.77,1,0,0,99523,56500,11024,96.4,28,17.86,OWN, 60 months,1
85000,15.5,5.87,1,1,0,19200,8600,1025,92.9,17,12.39,RENT, 36 months,0
75000,81.5,6.1,0,0,0,250090,8200,28257,100,17,11.44,MORTGAGE, 36 months,0
97000,88.6,8.92,0,1,0,56870,6500,5550,96.2,33,7.49,RENT, 36 months,0
44000,31.8,7.23,0,0,1,27500,23600,997,100,17,8.19,MORTGAGE, 36 months,0
150000,15.2,8.02,7,0,0,503836,98800,39078,75,41,6.49,MORTGAGE, 36 months,0
64000,66.2,33.56,0,0,0,129817,20900,6536,93.2,44,10.49,MORTGAGE, 36 months,0
50000,87.4,11.07,0,0,0,28009,6000,11252,100,14,12.99,RENT, 36 months,1
88000,77.4,20.71,0,0,0,360505,42800,21955,100,36,12.99,MORTGAGE, 36 months,0
60000,13.6,24.56,0,0,0,80058,16200,3988,90.6,32,14.31,RENT, 36 months,1
61000,28.4,17.19,0,0,0,33999,10900,3077,90.5,21,15.59,RENT, 60 months,0
20000,100.6,19.39,0,0,0,8866,0,2155,100,12,14.31,RENT, 36 months,1
55000,90.2,19.22,0,1,0,228943,7300,22178,100,28,17.86,MORTGAGE, 36 months,1
68000,88,24.88,0,0,0,357700,29400,21578,96.9,32,13.66,MORTGAGE, 36 months,0
50000,49.5,24.6,1,0,0,132851,3000,10404,100,32,12.39,RENT, 36 months,0
71000,96.3,19.22,0,0,0,66554,11600,12054,100,20,25.83,MORTGAGE, 60 months,0
60000,99,20.24,1,0,0,20713,750,1082,82,34,16.49,MORTGAGE, 36 months,0
87000,69.4,17.44,0,0,0,431300,35300,32546,100,24,12.99,MORTGAGE, 36 months,0
55000,19.8,25,0,0,0,236046,50000,14377,100,25,14.31,MORTGAGE, 60 months,0
101778,86.4,12.43,0,0,0,77708,11100,6899,100,12,11.44,MORTGAGE, 36 months,0
37000,96.4,35.06,0,0,0,187017,2300,15475,95.5,44,17.86,MORTGAGE, 36 months,0
87000,43.2,20.92,0,0,0,325200,26100,47987,100,24,8.19,MORTGAGE, 36 months,0
129000,52,17,0,0,0,131920,54600,3455,92.1,38,6.49,OWN, 36 months,0
50000,34.5,14.76,0,1,0,41934,23500,3089,100,45,8.19,MORTGAGE, 36 months,0
120000,97.3,18.61,1,0,0,965187,39900,88408,88.9,28,17.86,MORTGAGE, 60 months,0
45000,72.9,16.4,0,0,0,127499,6300,9377,85.2,27,19.24,MORTGAGE, 60 months,1
49000,58.4,23.05,0,0,0,157581,26700,12355,96.3,27,6.49,MORTGAGE, 36 months,0
65000,41.8,9.16,0,0,0,31840,2000,5445,100,4,8.19,RENT, 36 months,0
72000,46.4,17.9,0,0,0,237560,17500,14113,93.1,29,15.99,MORTGAGE, 36 months,0
36504,39.3,13.91,0,0,0,160339,37000,8018,100,26,8.19,OWN, 36 months,1
70272,75.8,26.38,0,0,0,356672,19600,33413,100,39,13.66,MORTGAGE, 36 months,1
56000,45.1,13.16,0,0,0,33645,14000,1868,100,19,16.49,RENT, 36 months,0
43000,50.6,7.75,0,0,0,35600,35200,2542,100,9,18.54,RENT, 60 months,0
18406,38,26.87,0,0,0,27822,12200,1027,100,15,9.49,RENT, 36 months,1
81151,70.3,16.52,0,0,0,57200,3700,4566,80,15,14.31,RENT, 36 months,0
40507.92,33.3,19.88,5,1,0,42562,4800,2723,77.3,30,9.49,OWN, 36 months,0
74000,91.4,20.86,2,0,0,54345,4600,3711,88.5,27,10.49,RENT, 36 months,0
50000,40.8,26.2,0,0,0,100808,26700,10191,91.9,37,13.66,RENT, 36 months,0
56000,91.7,25.23,0,0,0,42000,18900,2858,100,18,13.66,RENT, 36 months,1
30000,46.4,25.44,0,0,0,39093,5500,6374,100,7,19.24,RENT, 36 months,0
120000,65.8,4.52,0,0,0,22100,12400,2151,68.7,17,14.99,RENT, 36 months,0
50070,82.6,20.81,0,0,0,184618,12500,15274,100,32,14.99,OWN, 60 months,0
38000,60.6,9.35,0,0,0,13600,7100,2161,100,10,12.99,RENT, 36 months,0
49800,39.2,4.1,0,0,0,22600,20100,1620,90,10,19.24,RENT, 36 months,0
135000,90.4,3.74,2,0,2,360836,19500,57182,93.3,34,17.14,MORTGAGE, 36 months,0
106090,99.9,9.26,0,0,0,393467,8700,51046,100,12,8.67,MORTGAGE, 36 months,0
53000,80,28.49,0,0,0,265537,19800,26346,100,10,14.99,MORTGAGE, 60 months,0
40000,58.8,17.67,0,0,0,200009,11000,17924,100,15,12.99,MORTGAGE, 36 months,0
75023,98.3,35.87,0,0,0,275115,21900,14980,100,26,19.24,MORTGAGE, 60 months,1
33000,9.4,8.55,0,0,0,97500,1000,18570,100,12,25.8,MORTGAGE, 60 months,0
92000,25.8,12.57,0,0,0,170750,42200,12335,96,26,8.67,OWN, 36 months,0
50000,84.2,25.37,0,0,0,62315,10700,4488,87.5,24,14.31,MORTGAGE, 60 months,1
250000,88,6.44,0,0,0,81551,25000,5636,81,54,14.31,MORTGAGE, 36 months,0
191000,8.7,0.66,0,0,0,673000,39000,86511,100,33,14.31,MORTGAGE, 36 months,0
24000,93.8,17.9,0,0,0,9700,8100,1319,100,26,14.31,OWN, 36 months,0
114647.9,58.9,29.28,0,0,0,556563,44500,24838,97.8,45,9.49,MORTGAGE, 36 months,0
102000,41.2,27.01,1,0,0,218496,72600,7584,95.1,41,12.99,OWN, 60 months,0
80000,55,8.28,1,0,0,37256,400,6605,88.5,27,19.24,MORTGAGE, 60 months,1
70000,7,8.79,0,0,0,276958,33500,37611,100,16,6.49,MORTGAGE, 36 months,0
78000,36.9,10.11,0,0,0,236084,15800,21295,96,25,12.99,MORTGAGE, 36 months,0
35000,7.9,9.95,0,0,0,22735,10600,968,100,13,14.31,MORTGAGE, 36 months,0
60000,80.3,2.12,0,0,0,167248,4900,19977,71.4,21,11.44,MORTGAGE, 36 months,0
95000,63.8,21.99,0,0,0,285331,6400,13100,100,37,10.49,MORTGAGE, 60 months,1
72800,71,26.74,0,0,0,283773,32300,13137,95,40,15.99,MORTGAGE, 60 months,0
85000,48.8,12.48,0,1,0,328431,5600,18640,100,61,6.49,MORTGAGE, 36 months,0
140000,69.2,20.73,0,0,0,664176,77400,50526,100,26,8.67,MORTGAGE, 36 months,0
20000,96.4,31.03,0,0,0,9500,500,3136,100,6,15.59,RENT, 36 months,0
1.00E+05,51.6,17,0,0,0,368889,25700,20403,97.8,54,10.49,MORTGAGE, 60 months,0
25000,70.3,24.1,0,0,0,29421,9300,4998,100,11,12.99,RENT, 36 months,0
93000,26.8,1.68,0,0,0,8000,5500,239,90.9,11,13.66,RENT, 36 months,1
74800,70,17.89,0,5,0,66596,13400,5101,96.2,27,17.14,RENT, 60 months,0
116500,42.9,29.34,0,0,0,396565,52400,20891,100,33,8.19,MORTGAGE, 36 months,0
85000,50.5,1.95,0,0,0,192200,12600,34027,96,25,8.19,MORTGAGE, 36 months,0
35000,25.8,30.98,1,0,0,40265,13800,1356,88.4,43,14.99,RENT, 60 months,0
48750,62.3,6.57,0,0,0,17300,13500,1536,100,14,7.49,RENT, 36 months,0
150000,89.3,12.67,2,0,0,403168,15700,23310,93.3,32,23.99,MORTGAGE, 36 months,0
40000,74.2,17.67,0,0,0,81734,17800,3115,100,28,17.86,RENT, 60 months,0
45000,99.5,26,0,0,0,178945,8800,13180,100,28,14.31,MORTGAGE, 60 months,1
110000,40.2,25.4,0,0,0,171202,36300,6914,100,42,6.03,RENT, 36 months,0
15000,83.5,20.32,0,1,0,7676,4200,1285,100,9,11.44,OWN, 36 months,0
70000,19.7,17.2,0,0,0,294513,37500,29755,93.3,15,17.86,MORTGAGE, 36 months,0
85000,98.7,13.16,3,0,0,47034,10900,5263,86.2,29,16.49,RENT, 60 months,1
54000,92,20.13,0,0,0,66602,1600,3296,95.5,22,15.59,RENT, 60 months,1
43000,87.9,11.47,1,0,0,42197,1800,1697,94.1,17,13.66,RENT, 36 months,1
80000,45.1,26.9,0,0,0,173755,15500,9388,97.4,38,10.49,MORTGAGE, 36 months,0
46000,34.9,4.07,1,0,0,21600,16000,558,84.6,13,11.99,RENT, 36 months,0
74000,51.2,6.28,0,0,1,22200,15200,653,100,22,12.99,OWN, 36 months,0
60000,78.2,1.56,0,0,0,92416,4500,12022,87.5,8,21.99,RENT, 36 months,1
70000,46.6,15.58,0,0,0,122200,25300,5698,100,36,8.67,MORTGAGE, 36 months,0
97500,93.4,21.49,0,0,0,387246,10700,66863,71.4,21,8.67,MORTGAGE, 36 months,0
95000,16.9,13.64,2,0,0,102462,58500,4204,93.1,29,6.49,OWN, 36 months,0
48000,74.5,19.53,0,1,0,37768,12900,1442,94.7,19,11.44,RENT, 36 months,0
60000,0,24.26,0,0,0,121188,45300,2673,100,29,6.49,MORTGAGE, 36 months,0
30720,97.3,37.7,0,0,0,57831,18000,5191,100,25,25.57,MORTGAGE, 60 months,1
65000,28.2,10.06,4,1,0,282700,15300,35836,78.3,25,14.31,MORTGAGE, 36 months,0
34605,42.3,13.04,0,1,0,24900,6000,865,100,36,11.44,RENT, 36 months,0
54171,55.2,17.06,0,0,0,81700,64700,1952,100,57,11.99,RENT, 36 months,0
55000,71.3,20.63,0,0,0,71171,16700,3745,100,27,7.49,RENT, 36 months,0
145000,19.2,7.01,3,0,0,64786,16300,5154,82.4,18,14.99,RENT, 36 months,0
57300,97.1,7.92,1,0,0,104600,15500,14894,93.3,15,9.49,MORTGAGE, 36 months,0
50000,78,37.3,0,1,0,200380,24100,9485,100,38,10.49,MORTGAGE, 36 months,1
360000,99.5,9.82,0,0,0,510156,22000,58021,100,30,23.99,MORTGAGE, 60 months,0
85000,16.2,25,2,0,1,99883,14600,5627,87.5,17,26.06,MORTGAGE, 60 months,1
92000,93.8,7.93,0,0,0,659387,7500,104843,100,13,18.54,MORTGAGE, 36 months,0
123000,6.5,1.92,3,1,0,63100,63100,684,81,21,12.99,RENT, 60 months,0
90000,95.7,10.51,0,0,0,199957,5500,30845,100,18,8.19,MORTGAGE, 36 months,0
119000,75.7,21.38,0,1,0,114450,9500,10566,100,51,15.59,RENT, 36 months,0
84700,94.5,35.72,0,0,0,326135,20100,25001,100,31,14.99,MORTGAGE, 36 months,0
120000,101.2,12.68,1,0,0,413207,16800,24929,89.7,40,15.59,MORTGAGE, 36 months,0
250000,54.4,14.53,2,0,0,261864,40100,10549,95.8,48,18.54,RENT, 60 months,0
68000,91.9,17.47,0,1,0,39600,5300,5115,100,16,14.99,RENT, 36 months,0
35000,33.2,27.19,0,0,0,59172,32100,683,90.3,31,8.19,RENT, 36 months,0
86000,41.5,11.32,0,0,0,267903,43700,19151,92.6,27,8.19,MORTGAGE, 36 months,0
85000,89,11.17,0,1,0,25117,3700,2308,61,23,14.99,RENT, 60 months,0
105000,97.4,8.58,1,0,0,174963,7000,15165,92.3,40,14.31,RENT, 36 months,0
31000,14,8.28,1,1,0,12600,4000,896,93.3,18,12.99,RENT, 36 months,0
1.00E+05,39.6,10.49,0,0,0,189779,40600,5047,100,65,8.19,MORTGAGE, 36 months,0
49000,98.2,25.42,0,0,0,53472,9200,7743,100,7,13.66,RENT, 36 months,1
75000,89.3,11.44,0,0,0,34931,9100,9550,86.7,15,11.44,RENT, 60 months,1
50000,85,8.93,1,1,0,10775,6425,1434,69,26,11.44,RENT, 36 months,0
48000,95.8,34.73,0,0,0,68948,32000,5651,100,34,20.99,RENT, 60 months,0
52000,42.5,28.06,1,0,0,248165,7800,9029,93.7,48,15.99,RENT, 36 months,0
54000,74.2,27.24,1,0,0,339054,1900,21752,81.2,32,16.49,MORTGAGE, 36 months,0
38000,94,35.98,0,0,0,148943,4800,4618,100,87,25.57,RENT, 60 months,0
76000,86.2,18.43,0,0,0,335347,19700,36024,100,22,25.83,MORTGAGE, 60 months,0
50000,100.2,10.99,0,0,0,25208,10100,4818,100,17,19.24,RENT, 36 months,0
52000,85,37.8,0,0,0,285623,10000,15438,94.3,39,17.86,MORTGAGE, 60 months,1
85000,83.4,20.95,0,0,0,187408,11000,6893,83.3,36,17.86,MORTGAGE, 36 months,1
21060,103.7,27.81,0,0,0,30766,2000,3323,100,10,16.49,RENT, 36 months,0
94000,64.9,17.25,0,0,0,305283,22800,16292,100,30,7.49,OWN, 36 months,0
67900,68,7.02,2,0,0,193838,1400,31341,80,15,13.66,MORTGAGE, 36 months,0
97000,54.7,25.76,0,0,0,235340,1500,11381,93.2,46,12.39,MORTGAGE, 36 months,1
45000,45,37.49,0,0,0,77638,16300,3633,100,36,16.49,RENT, 60 months,0
65000,62.2,20.7,0,0,0,350576,33100,14676,98,51,15.59,MORTGAGE, 60 months,0
82000,69.8,28.24,0,0,0,407552,52500,13877,98.1,55,17.14,MORTGAGE, 60 months,0
38000,46.6,19.46,0,0,1,36461,15500,1949,90,20,13.66,RENT, 36 months,0
55600,93.5,24.93,0,0,0,40349,14500,2809,96,25,17.14,RENT, 60 months,1
47000,62.1,29.37,2,0,0,145334,1400,15602,85,20,13.66,RENT, 36 months,0
70000,97.5,14.73,1,0,2,248002,9400,25250,82.6,23,11.99,MORTGAGE, 36 months,1
68400,31,6.67,7,0,0,21688,2900,1266,78.8,33,20.99,OWN, 36 months,0
41000,65.5,33.9,0,0,0,76900,18200,3236,100,29,15.99,RENT, 60 months,0
120000,28.6,8.66,0,0,0,77245,27600,4363,94.4,18,14.99,RENT, 60 months,1
52000,5.6,6.6,7,1,0,42400,34600,963,72.7,23,14.99,MORTGAGE, 60 months,0
50000,62,16.15,0,1,0,26889,3300,2640,76,25,13.66,OWN, 36 months,0
12000,64.5,10.6,0,0,0,5900,4100,749,100,9,14.31,RENT, 36 months,0
74800,18.5,5.54,2,0,0,24152,5000,4314,81.8,11,16.49,RENT, 36 months,0
123000,72.3,23.85,6,0,0,1020847,3000,88061,88.9,31,14.99,MORTGAGE, 36 months,0
127356,76.5,12.75,0,0,0,92149,19000,10106,100,24,7.49,RENT, 36 months,0
380000,50.5,12.45,1,0,0,544278,70700,19308,97.8,46,7.49,MORTGAGE, 36 months,0
52800,46.8,17,0,0,0,46110,5500,3154,80,10,14.99,MORTGAGE, 36 months,0
70000,48.3,17.28,0,0,0,269376,31000,11835,97.4,38,9.49,MORTGAGE, 60 months,0
43000,95.4,21.3,0,0,0,196664,9700,14954,97.5,40,14.99,MORTGAGE, 36 months,0
75000,79,33.49,0,0,0,146749,7000,12143,100,35,16.49,RENT, 60 months,1
55000,75.4,25.77,0,0,0,224601,3500,16382,100,23,14.31,MORTGAGE, 60 months,0
60000,44.3,15.64,0,1,1,48797,9000,4001,100,20,13.66,MORTGAGE, 36 months,0
109000,90.6,23.72,0,0,0,364586,11300,29564,100,21,12.39,MORTGAGE, 36 months,1
71000,30.1,1.34,1,0,0,228656,12700,32917,93.3,30,7.49,MORTGAGE, 36 months,0
62400,94.8,12.85,2,0,0,125217,5000,7837,90.3,33,11.99,MORTGAGE, 36 months,0
324000,12.2,5.39,0,0,0,679358,38000,47063,100,31,7.49,MORTGAGE, 60 months,0
45000,10.2,1.33,0,0,0,231500,3500,56190,100,7,15.99,MORTGAGE, 36 months,0
67400,46.2,9.27,0,0,0,23900,11500,3162,100,16,13.66,RENT, 36 months,0
90000,29.2,11.55,0,0,0,445470,22600,40723,81.2,16,6.03,MORTGAGE, 36 months,0
52000,55.6,8.03,0,0,0,31900,9000,303,100,29,13.66,OWN, 36 months,0
35000,94.5,18.11,0,0,0,174199,3000,17862,94.4,20,15.99,MORTGAGE, 36 months,0
153000,42,18.51,0,0,0,532262,38500,17280,98.3,58,15.59,MORTGAGE, 60 months,0
55000,67.7,4.54,0,1,0,156099,9000,23736,100,12,11.99,OWN, 36 months,0
29653,94.6,23.31,0,1,0,153653,6200,8336,100,29,15.59,MORTGAGE, 36 months,1
82000,97.4,18.33,1,0,0,102346,14500,19326,87.5,8,11.99,MORTGAGE, 36 months,0
30000,88.5,4.4,0,0,0,5100,4600,1018,100,4,15.99,RENT, 36 months,0
40000,54.5,8.64,0,0,0,15100,3300,1578,83.3,6,19.24,RENT, 36 months,1
28000,69.5,24,1,0,0,140796,11000,13208,93.7,16,15.99,OWN, 60 months,0
120000,72.8,8.7,2,0,0,41443,13500,6778,77.4,31,12.99,RENT, 36 months,0
35500,59.8,11.7,0,1,0,156767,4300,18953,100,21,7.49,MORTGAGE, 36 months,0
82000,80.9,22.19,0,0,0,197645,12800,14306,100,26,6.49,RENT, 36 months,0
18000,18.4,12.93,0,0,0,40100,36800,753,100,36,10.49,RENT, 36 months,0
74000,33.3,7.43,6,0,0,328530,13300,21601,91.1,50,10.49,MORTGAGE, 36 months,0
131200,37.9,18.18,0,0,0,239358,31300,6546,100,40,11.99,MORTGAGE, 36 months,1
60000,89.3,28.97,0,0,0,209839,43100,12984,100,27,16.49,MORTGAGE, 60 months,0
48000,53.5,9.78,0,0,0,231749,7900,13933,100,18,21.99,RENT, 60 months,1
65000,93.2,28.07,0,0,0,370614,52200,24668,100,21,18.54,MORTGAGE, 60 months,1
80000,36.7,27.01,1,0,0,485616,11800,15131,94.7,57,15.99,MORTGAGE, 36 months,1
133774.3,72.6,32.34,0,0,0,138823,3600,9165,96.7,30,19.24,RENT, 36 months,1
98000,53.1,17.67,0,0,0,121589,65200,6340,100,28,19.24,OWN, 60 months,0
60000,9.4,22.74,0,0,0,352403,15000,22773,97.7,44,21.99,MORTGAGE, 60 months,1
78000,80,22.75,0,0,0,361539,24000,19796,100,28,10.49,MORTGAGE, 36 months,0
40800,77.1,15.24,1,0,0,17705,6500,3524,88.9,9,20.99,MORTGAGE, 60 months,1
32400,43.6,27.53,1,0,0,37637,17400,999,97.8,45,10.49,OWN, 36 months,0
47000,81.6,29.44,1,0,0,55962,0,3381,89.7,29,14.31,RENT, 36 months,1
118582,85.1,7.36,0,0,0,247959,12600,32910,100,11,8.67,MORTGAGE, 60 months,0
70000,95.9,27.58,0,1,0,282658,15300,11636,100,40,24.99,MORTGAGE, 60 months,0
33000,61.1,19.13,1,0,1,25608,5100,1094,95.2,21,8.19,RENT, 36 months,0
35000,95.9,22.73,0,0,0,41351,7600,4070,100,8,12.39,RENT, 36 months,0
40100,70.5,22.72,0,0,0,62198,38100,3464,95,20,19.99,MORTGAGE, 60 months,1
48000,94.8,12.05,0,0,0,29953,6500,2230,90.9,11,10.49,RENT, 36 months,0
60000,66.2,28.92,0,0,0,330861,29500,15342,100,28,24.5,MORTGAGE, 60 months,1
38000,34.6,19.85,1,0,0,116791,15500,5995,100,24,11.99,OWN, 36 months,0
50000,10.1,6.82,1,0,0,145665,4500,11375,86.7,15,23.99,MORTGAGE, 36 months,0
86000,55.7,25.06,0,0,0,185385,93000,7292,100,30,11.99,RENT, 36 months,1
52000,72.7,9.35,1,0,0,88044,3600,10217,90,10,15.59,MORTGAGE, 36 months,0
4524,98.2,36.87,0,0,0,3300,3300,1621,100,4,23.99,MORTGAGE, 36 months,1
36000,99.5,33,0,0,0,44188,12100,3644,100,20,17.86,RENT, 60 months,0
86000,91.7,2.01,0,0,0,295800,4500,71680,71.4,7,11.44,MORTGAGE, 36 months,0
65448,69.4,32.15,0,0,0,259033,25100,12147,100,36,8.67,MORTGAGE, 36 months,0
115315,43.5,17.84,0,0,0,393297,53300,11983,98.1,53,7.49,MORTGAGE, 36 months,1
40000,25.1,11.82,0,0,0,35899,14800,2285,88.9,9,14.31,RENT, 36 months,0
40000,87.8,27.78,0,0,0,37000,23700,3302,100,14,14.31,RENT, 36 months,1
82000,31.9,24.25,0,0,0,98816,7000,5396,100,30,17.86,MORTGAGE, 60 months,1
126000,7.6,10,0,0,0,254911,41000,12480,100,25,11.44,OWN, 60 months,0
35000,78.2,19.62,0,0,0,34889,11000,2053,100,12,17.14,RENT, 60 months,0
50000,42,33.29,0,0,0,292101,56100,12394,97.4,38,17.86,MORTGAGE, 60 months,0
85000,10.4,20.4,1,1,0,159637,27200,16759,100,29,17.14,RENT, 60 months,1
180000,96.3,8.71,0,0,0,307179,8900,15165,93.1,29,8.67,MORTGAGE, 36 months,0
75000,86.2,14.3,0,0,0,52954,33100,6494,91.7,12,14.31,RENT, 60 months,0
43967.04,46.2,26.84,0,1,0,62844,8300,3424,100,27,8.67,MORTGAGE, 36 months,0
75000,69.4,13.22,0,0,0,189755,14500,20881,100,11,19.24,MORTGAGE, 60 months,0
33000,78.1,17.75,0,0,0,23700,10100,1718,100,28,12.99,RENT, 36 months,1
53000,84,32.88,0,0,0,275926,2300,20879,100,27,9.49,MORTGAGE, 36 months,0
67500,81.3,27.06,0,0,0,152116,12900,10366,96.8,31,17.14,MORTGAGE, 60 months,0
33000,41.3,21.24,0,0,0,37959,24100,2995,100,9,12.99,RENT, 60 months,0
160000,56.7,22.63,3,0,0,419300,39500,20467,78,41,19.24,MORTGAGE, 60 months,1
32000,60.2,34.4,0,1,0,62197,10800,2504,100,22,10.49,RENT, 36 months,1
95000,56.4,18.7,0,0,0,103764,6000,6956,95.7,23,11.99,RENT, 36 months,0
30000,52.7,23.92,0,0,0,60105,27700,4070,100,21,9.49,RENT, 36 months,0
126000,13.2,5.1,5,0,0,49184,28000,2779,79.2,25,11.99,RENT, 36 months,0
95000,0,18.77,3,1,0,92532,14800,10099,88,27,16.49,RENT, 60 months,0
42300,83.6,14.24,0,0,0,16403,8400,2382,100,11,12.99,RENT, 36 months,0
78000,65.5,14.52,0,1,0,252953,6800,25055,100,21,16.49,MORTGAGE, 60 months,0
31000,45.2,18.71,0,1,0,55900,44400,1060,100,28,6.49,MORTGAGE, 36 months,0
90000,35.9,17.43,0,0,0,107681,33200,5822,96.7,33,11.44,MORTGAGE, 36 months,1
42000,89.9,12.4,1,0,0,154517,6100,18176,84.6,13,12.39,MORTGAGE, 36 months,1
130000,96.3,16.87,0,0,0,71579,28000,16795,100,5,11.44,RENT, 36 months,0
120000,57.3,8.71,1,0,1,56209,12800,2800,100,37,20.99,RENT, 60 months,0
40000,76.9,11.46,0,1,0,84356,12800,15046,100,15,13.66,MORTGAGE, 60 months,0
54000,86.6,25.47,2,0,0,34300,9400,3104,90,30,14.99,RENT, 36 months,1
60000,9.9,8.66,0,0,0,213900,29300,27676,100,14,6.03,MORTGAGE, 36 months,0
84000,16.1,7.36,0,0,0,339653,29700,34352,93.3,30,11.44,MORTGAGE, 60 months,1
65000,18.6,26.37,1,0,0,132418,11500,3572,97.7,45,25.57,RENT, 60 months,0
23000,0.5,6.22,0,0,0,5350,2000,438,100,4,11.44,OWN, 36 months,0
36000,65.8,33.87,0,0,0,147243,20500,7227,100,26,18.54,MORTGAGE, 60 months,1
49000,42.6,31.5,0,0,0,90031,38600,3364,100,30,9.49,RENT, 36 months,0
135000,98.2,26.78,0,0,0,257310,7000,28899,100,34,14.99,MORTGAGE, 36 months,0
40000,37.7,38.49,0,0,0,95966,8500,4462,96.6,29,15.99,RENT, 60 months,0
40000,12.3,21.81,0,1,0,26375,3000,1551,93.1,29,16.49,OWN, 36 months,1
56000,65.3,33.28,0,0,0,269728,46600,10519,100,39,20.99,MORTGAGE, 60 months,0
65686,18,14.76,0,0,0,313663,51400,18942,100,29,12.99,MORTGAGE, 60 months,1
60000,36.7,17.66,5,0,0,385775,17600,18081,93.6,78,20.99,MORTGAGE, 36 months,0
29500,89.9,37.39,0,0,0,35700,17500,3146,100,17,19.24,RENT, 60 months,1
145000,26.5,15.98,2,0,0,173324,111800,5837,93.5,32,6.03,MORTGAGE, 36 months,1
57000,93.2,22,1,1,0,53018,4400,5027,90.9,12,15.59,RENT, 36 months,1
71898,56.2,14.99,0,0,0,333980,39500,18966,100,21,6.49,MORTGAGE, 36 months,0
42000,40.9,9.74,1,0,0,21245,7300,1991,90,21,16.49,MORTGAGE, 36 months,0
52000,48.3,10.06,1,0,0,90743,8200,3919,100,27,9.49,RENT, 36 months,0
140000,64.5,13.12,0,0,0,230477,55500,19725,100,30,16.49,MORTGAGE, 36 months,0
56345,40.2,26.43,0,0,0,96968,41800,5294,96,27,14.31,MORTGAGE, 36 months,1
138000,95.5,12.51,1,0,0,56131,17800,6441,89.7,29,12.39,OWN, 60 months,0
110000,77.9,10.75,0,0,0,44103,11500,2379,100,23,14.31,OWN, 60 months,0
80000,19.7,3.11,5,1,0,325884,6300,52132,84.4,33,12.39,MORTGAGE, 36 months,0
20208,87.6,26.25,2,1,0,6605,500,700,85.7,14,18.54,MORTGAGE, 36 months,0
45000,26.3,31.97,1,0,0,76430,21500,6230,95,20,12.99,OWN, 36 months,0
110000,58.4,14.42,0,1,0,154827,9500,15519,91.1,46,8.19,MORTGAGE, 36 months,0
40000,29.9,33.06,8,0,0,167968,11400,6623,84.7,59,11.99,MORTGAGE, 36 months,0
48000,30.2,35.8,1,0,0,98234,56500,4517,90.9,22,15.59,RENT, 60 months,1
65000,13.9,13.35,0,0,0,72725,12000,7485,100,28,14.99,RENT, 36 months,0
187000,97.5,13.82,0,0,0,544643,68900,38198,96.6,30,13.66,MORTGAGE, 36 months,1
75000,74,25.75,0,0,0,340370,22000,14250,100,39,12.39,MORTGAGE, 36 months,0
2.00E+05,93,3.19,0,1,0,22313,2100,1644,74,39,11.99,RENT, 36 months,0
70000,75.1,38.11,9,0,0,151655,11000,5226,68.9,45,12.99,RENT, 36 months,1
30758.61,29.3,28.48,3,0,0,35707,6600,4503,89.5,20,18.54,OWN, 36 months,1
